park_id,WKT,name,attractions,area,rating
0,"MULTIPOLYGON (((501915.000443663 5782496.7924703,501922.680343326 5782328.82117282,501829.887106801 5782305.21715863,501830.867468277 5782297.5095251,501736.331977632 5782287.99901592,501736.821410459 5782276.32040677,501732.815763522 5782275.92971233,501696.908137397 5782273.37020477,501698.434139033 5782268.65472462,501699.728432932 5782241.93856847,501698.563491836 5782230.29275741,501699.267231861 5782211.38449851,501699.666581521 5782203.02040497,501700.982463826 5782173.2232862,501797.163000754 5782176.76085321,501813.65891206 5782155.95638934,501823.555253812 5782143.21346728,501826.621289748 5782133.68248851,501828.475943059 5782127.99950023,501851.257745221 5782135.0374671,501859.884354169 5782136.1752058,501900.287389295 5782130.26215766,501952.163485739 5782118.94833742,501960.531980218 5782115.91515746,501989.174043259 5782101.12232562,501994.528123801 5782097.50961697,502000.375952209 5782090.07092334,502004.863001055 5782083.66609219,502008.236027966 5782076.64906831,502009.865459573 5782070.62125502,502010.67466698 5782064.33728877,502008.718636996 5782049.69909541,502002.891129438 5782040.53167864,501995.032101532 5782034.25533848,501974.861498129 5782027.09540254,501953.274787165 5782022.38197235,501930.941398807 5782021.50565751,501931.644272938 5782007.16884334,501932.394180787 5781994.9453502,501913.625212797 5781986.584965,501890.151688765 5781981.30382737,501829.475620078 5781975.40831076,501830.490575863 5781966.75526913,501868.888419635 5781970.17312336,501879.907915282 5781971.5120066,502003.93987311 5781982.82782567,501994.744145123 5781917.40073194,501989.205942127 5781885.30968456,501982.063665427 5781863.94022969,501988.553743641 5781875.10996051,501992.392555612 5781883.1309263,502011.177759106 5781936.37147639,502016.756974624 5781951.1779803,502025.890939992 5781966.13053647,502035.326908475 5781978.00226158,502046.561202896 5781988.78472783,502060.905992992 5781999.37942682,502077.397933069 5782008.41789659,502090.172923221 5782012.74997448,502105.751143794 5782016.0822372,502218.300507139 5782034.2612288,502216.097082125 5782039.15420706,502200.666417269 5782073.34946702,502188.488666634 5782094.89976332,502167.516875062 5782123.34227811,502159.723504128 5782124.05072626,502155.730646127 5782125.48380978,502158.594975937 5782188.19453791,502158.809986491 5782196.78131522,502158.917491483 5782201.07470392,502161.134734871 5782226.91358042,502160.556202243 5782236.82360756,502160.999044781 5782240.23845353,502161.763171767 5782243.65343964,502160.769287402 5782249.81495344,502161.870650445 5782263.67425346,502162.207498282 5782275.00837926,502161.061326464 5782285.54102785,502160.84858294 5782287.45403072,502157.323165789 5782314.61400441,502155.106508548 5782334.64493202,502153.111514804 5782363.72979466,502152.816547363 5782381.84846393,502151.540460577 5782392.57014506,502148.18532525 5782405.64892729,502143.797419447 5782420.13984198,502135.236787682 5782441.69184539,502124.345979946 5782461.6745712,502112.919454015 5782471.80242342,502066.799950624 5782504.88399269,502066.140959036 5782527.96322219,502063.927070876 5782558.87215285,502063.686280001 5782562.59814149,502060.320695853 5782568.75869148,502059.335949448 5782569.83717966,502048.126736432 5782584.32535321,502043.487949712 5782594.99006374,502043.152594614 5782612.59708693,502043.610016942 5782613.92087135,502044.586291738 5782616.77979609,502044.338407598 5782621.17314232,501998.155971692 5782611.47760136,501961.553094765 5782610.46194266,501959.986648957 5782630.66006316,501950.833789585 5782631.59075543,501953.169470214 5782584.62070723,501943.061863823 5782562.27132409,501912.344848268 5782558.81135606,501915.000443663 5782496.7924703)))",Arkadia,"stawy parkowe, muzeum im. Xawerego Dunikowskiego w Pałacu Królikarnia, plac zabaw",11,"4,7"
1,"MULTIPOLYGON (((502084.490957222 5786010.98333125,502074.504807914 5786010.33401995,502068.336422412 5786011.0544157,502063.537401178 5786036.8014926,502061.424210969 5786042.87361349,502057.945251862 5786048.11096401,502071.830810934 5786050.65273332,502081.792246817 5786077.39591395,502084.481235544 5786098.97510956,502079.6145928 5786155.62104656,502076.903269851 5786171.0248685,502072.056683352 5786180.12121872,502060.779091971 5786197.8794881,502038.792971548 5786228.78041241,502033.605729886 5786236.08590344,502027.96751913 5786243.83612388,502024.700230944 5786249.67421265,502022.675232409 5786257.55939079,502033.295990345 5786258.49804934,502026.159772798 5786288.30400429,502014.288205122 5786340.01979556,501965.177667678 5786326.27462484,501932.226431333 5786472.02488265,501935.456739574 5786472.77136671,501967.814412957 5786480.22522232,501989.080625299 5786486.29560349,501984.938269013 5786494.71384013,501982.577931743 5786504.67885182,501983.78930558 5786532.60848885,501967.062606752 5786550.25357279,501940.033017381 5786542.06770653,501940.443353403 5786540.68864993,501926.92861488 5786536.35663262,501925.672634338 5786534.48752679,501922.916719453 5786525.78848786,501907.890859493 5786525.72706068,501906.598166264 5786530.48708715,501903.137248238 5786543.4103572,501894.416251092 5786541.28257256,501883.669648506 5786531.55721379,501881.519617239 5786527.8747756,501879.854973689 5786522.96902338,501878.68240029 5786517.22925443,501877.152675664 5786480.71278357,501882.104355537 5786480.91487255,501906.49218092 5786486.46331878,501911.157019622 5786486.59859005,501915.589982467 5786468.19220185,501925.468501989 5786427.1531993,501924.902777145 5786424.13872244,501922.710980349 5786422.43609472,501907.454122145 5786418.38152326,501893.857076632 5786414.00507467,501862.737201765 5786400.9908098,501860.932328026 5786405.5726911,501839.98045072 5786397.74558876,501825.542083979 5786396.34990393,501824.201346767 5786401.8662781,501830.798614603 5786403.55936659,501826.167836828 5786421.96575577,501829.712340752 5786422.81239112,501825.861422238 5786437.93786725,501831.932759355 5786439.54178168,501827.301982153 5786458.02602983,501825.455172849 5786465.34409798,501764.099784569 5786449.61657493,501762.719334064 5786451.80725892,501785.580205266 5786468.81096677,501818.546559228 5786493.33744123,501814.777660581 5786508.54081673,501813.472680008 5786509.7860832,501804.971151555 5786542.36142497,501803.617607021 5786545.70887065,501781.237748772 5786540.74003415,501736.976366139 5786531.13652128,501734.464346334 5786546.64071326,501733.218563811 5786554.45954977,501719.491996683 5786569.67064553,501716.769116028 5786582.89461622,501718.571073487 5786586.14307612,501723.228521073 5786587.63513984,501724.469122512 5786594.62064102,501720.118770189 5786593.86278244,501720.036212954 5786595.58677561,501719.843609252 5786599.52415219,501789.05666441 5786601.17259877,501879.219237314 5786596.38986525,501918.825146019 5786597.39498051,501935.482247744 5786599.69274565,501979.967523874 5786610.53274663,501996.145388922 5786615.49997769,501996.73448535 5786611.20684443,501998.94131483 5786609.23901318,502006.269655855 5786609.40881855,502031.394928119 5786613.50110395,502031.716327044 5786612.533559,502035.145962348 5786593.33714915,502054.090580603 5786596.70403564,502050.660874148 5786615.90043248,502048.495977123 5786615.52136361,502049.364811651 5786628.52418592,502052.724761787 5786629.28192315,502056.624219069 5786630.151114,502056.378854427 5786628.92751257,502070.073532032 5786626.73092111,502070.318604997 5786628.64413191,502071.55490196 5786628.39994919,502077.121953393 5786626.58927811,502085.879776605 5786621.82131248,502092.910151817 5786615.91811404,502202.090032088 5786435.42146597,502245.853779323 5786367.53692522,502245.355293336 5786367.28087659,502234.225181444 5786360.5021057,502244.826523084 5786343.43352866,502255.929358397 5786350.16781988,502288.696702747 5786299.51887916,502290.267754789 5786299.31939675,502293.788234083 5786293.07005935,502296.953733679 5786286.42014199,502299.012069227 5786281.20454299,502300.756272584 5786275.866449,502340.132536304 5786103.23811115,502339.606643371 5786103.11551276,502341.618948332 5786094.38513344,502342.739036076 5786094.64148572,502348.044557621 5786069.65126086,502348.181701905 5786068.52793182,502347.84083233 5786067.13743097,502347.049149495 5786065.73559371,502345.888351246 5786064.88971737,502344.406394058 5786064.29951164,502317.346164977 5786058.85888863,502317.003844306 5786060.54938087,502315.473938222 5786060.2372292,502306.144162503 5786058.49773166,502304.600568035 5786058.24119054,502304.942972652 5786056.36161137,502277.500153535 5786050.89878275,502274.665377322 5786051.06432033,502272.151185272 5786052.21992812,502269.431337239 5786054.98823633,502267.933852323 5786058.44671403,502262.551249095 5786088.55343713,502260.850554027 5786088.30796057,502258.426720209 5786101.06460727,502251.86997086 5786099.82699962,502240.248065893 5786152.1096081,502239.544608833 5786151.93132642,502235.786844832 5786169.29218625,502224.98224152 5786166.72909454,502213.972778342 5786164.02133952,502210.223226345 5786163.20770608,502217.805699798 5786131.19992366,502212.676548164 5786129.97413022,502214.264177069 5786123.36794762,502219.379679144 5786124.58261386,502227.22232165 5786091.48493833,502231.541173496 5786072.01101132,502225.619602347 5786070.81821569,502225.099029167 5786074.04356863,502217.101269114 5786072.17136506,502208.338726711 5786069.74269758,502207.245383443 5786070.75437698,502203.140624233 5786069.81824089,502202.369343134 5786068.52766301,502199.7739413 5786068.03710985,502199.04260019 5786069.09344276,502183.83302622 5786064.28169888,502180.705907642 5786061.35504703,502178.473964704 5786057.58346475,502177.984334402 5786052.64476472,502175.711062414 5786065.19018576,502166.702109348 5786063.85150964,502106.960268494 5786051.43502464,502107.925296211 5786046.94185936,502109.725736259 5786037.57730201,502109.356915965 5786037.49928588,502111.629311425 5786026.64448695,502111.998132491 5786026.72250324,502113.969363239 5786017.33577514,502084.490957222 5786010.98333125)),((502366.046968113 5786404.64268485,502354.918951382 5786422.70067563,502352.160398893 5786421.00871085,502337.305308487 5786420.24533037,502293.969406465 5786418.00051677,502291.296847153 5786422.3037716,502256.206894115 5786400.62059843,502254.711548914 5786399.62999519,502229.735999792 5786440.22773233,502229.107158112 5786441.28410752,502228.519307082 5786442.31825582,502213.687177016 5786466.68148099,502292.335300652 5786554.45329693,502295.741660041 5786558.25884629,502325.897603235 5786539.63124084,502350.207191215 5786521.301354,502431.921773655 5786449.72162119,502474.908964559 5786411.05810406,502465.84835195 5786405.15854151,502467.038171668 5786402.3895771,502471.421690605 5786405.2280569,502481.49384815 5786396.11246514,502408.665540558 5786351.25193961,502405.449948489 5786362.37309487,502405.685123927 5786370.35932124,502389.561640561 5786393.42003215,502377.702654329 5786411.55547778,502366.046968113 5786404.64268485)),((502811.712413616 5786644.41468091,502790.488325357 5786711.9954705,502772.757734871 5786713.2646209,502744.017345368 5786690.52487872,502752.505404028 5786680.5525068,502757.973441329 5786672.92536099,502746.375544737 5786662.39681562,502740.25161168 5786670.46851998,502739.274262401 5786671.72484695,502736.646120254 5786669.35425302,502732.529494954 5786666.24873884,502729.371929278 5786670.2734232,502730.812558 5786671.0861766,502726.602493878 5786676.42276377,502600.647690432 5786573.80348006,502590.004440486 5786565.13329937,502558.545525039 5786539.5235568,502471.8679267 5786469.06157053,502470.250376366 5786466.72499181,502469.479814927 5786464.25536341,502467.340351557 5786453.88792116,502463.759111095 5786444.77662968,502555.747440159 5786363.29372741,502656.902563548 5786273.69786883,502659.674575499 5786275.72369181,502746.684493425 5786339.42651588,502756.024441067 5786346.20544228,502764.592794478 5786352.55016942,502776.171942775 5786361.19900176,502792.02539568 5786372.21940927,502794.435499845 5786373.88917699,502807.270838518 5786383.33962747,502862.482718371 5786423.99141687,502857.436624787 5786445.33300311,502837.133981152 5786463.71830727,502836.228458818 5786482.54855583,502846.124735533 5786495.13403358,502811.712413616 5786644.41468091)))",Park im. Marszałka Edwarda Rydza-Śmigłego,"fontanna i układ wodny od strony ul .Rozbrat, monumentalne schody, plac zabaw, ścieżki rowerowe",53,"4,6"
2,"MULTIPOLYGON (((501439.016146714 5787696.28040593,501434.15810566 5787706.96794901,501431.643882327 5787711.81673581,501427.981584682 5787719.86854175,501424.264679051 5787727.89808931,501430.047450965 5787730.62482848,501424.150849059 5787743.80357587,501425.284075225 5787744.72708963,501425.836879397 5787745.71717282,501426.177936721 5787746.95189535,501426.416675785 5787747.81953796,501426.061135095 5787749.45447841,501424.975000142 5787750.9891038,501423.759340255 5787751.78959125,501422.229715369 5787752.12283363,501419.075265509 5787775.22386164,501418.596358914 5787778.47156485,501422.692787418 5787780.21901128,501417.417970914 5787792.20781309,501426.061303635 5787796.25897436,501407.099759113 5787843.05804558,501396.759680775 5787851.17471831,501391.794541474 5787855.07740204,501346.050081592 5787890.96896202,501339.262499958 5787892.76900476,501320.725190248 5787889.49393589,501276.338035206 5787881.37380827,501273.052715031 5787885.3215358,501261.56345475 5787902.75905489,501300.119935884 5787934.44660917,501305.717800117 5787938.6079894,501298.430065844 5787947.2261985,501301.316340635 5787954.69031814,501315.087294905 5787958.72039232,501321.835559498 5787950.36900932,501325.605576036 5787946.7440032,501331.1704649 5787946.44518301,501333.915168265 5787946.99093661,501336.646106895 5787947.93710681,501341.268057943 5787950.12953809,501344.483477761 5787952.18811841,501350.040180236 5787956.85006124,501355.719458682 5787962.66880937,501361.623969781 5787968.76569466,501365.663997936 5787976.45262464,501369.184782798 5787985.25168881,501370.75343552 5787991.64770151,501371.543523104 5787998.68861812,501370.980965398 5788008.32075965,501369.511175159 5788014.79379048,501364.214891978 5788031.72114631,501343.835075877 5788076.95177808,501342.5089274 5788082.67963258,501342.944170653 5788089.07533002,501345.810450411 5788094.1925723,501349.5101223 5788097.80847267,501353.333081114 5788099.9895752,501358.644890703 5788100.71400942,501364.544233736 5788100.18174093,501366.818247986 5788098.85876168,501373.374875905 5788091.78651018,501380.655939203 5788082.31195624,501389.296633027 5788069.74567117,501397.685108494 5788055.87796886,501405.17946953 5788040.99785717,501446.150237873 5787958.4788915,501448.977381907 5787957.23397115,501493.81675064 5787866.49683718,501499.897468061 5787854.25253651,501533.935955333 5787787.07048423,501537.680148467 5787779.55267286,501551.495341653 5787752.31739118,501555.690658759 5787743.5094973,501567.422140165 5787720.31116174,501568.886555434 5787710.34565021,501567.542026319 5787708.29863989,501560.830779008 5787705.17102852,501532.838272338 5787693.53901519,501520.411977643 5787689.38639974,501508.43614649 5787685.84570351,501488.785329521 5787681.98016193,501459.957017108 5787678.63475117,501440.42148095 5787677.29429765,501431.660183825 5787679.07139364,501433.884110094 5787686.37967763,501431.05526484 5787692.98576635,501439.016146714 5787696.28040593)))",Park Kazimierzowski,"stary drzewostan, piękny widok rozciągający się z wysoczyzny skarpy",4,"4,5"
3,"MULTIPOLYGON (((503298.252986718 5788344.83684852,503309.228291357 5788308.81757663,503310.50783704 5788304.62515444,503315.612319283 5788287.95556484,503345.837943939 5788186.69212642,503349.080379932 5788187.72873597,503354.089607545 5788170.93677403,503351.154399576 5788169.91149206,503381.839457066 5788067.88113175,503384.877326744 5788068.62843318,503389.804975941 5788051.66961316,503386.971878567 5788051.00030814,503416.88584737 5787950.41561164,503420.08755551 5787951.30764335,503424.878819882 5787934.43774876,503421.95019109 5787933.59039382,503451.467255756 5787836.28685854,503454.122827159 5787837.11179467,503458.962254535 5787820.04175998,503456.607005135 5787819.3727495,503484.422340058 5787726.10579411,503487.542273161 5787726.95332045,503488.753907189 5787722.66079521,503490.184605924 5787717.57870994,503491.040277986 5787714.5539271,503492.416213596 5787709.6720133,503489.159845294 5787708.62417833,503490.172797096 5787705.2769467,503511.164267427 5787636.2084366,503513.928901887 5787627.82385083,503517.521968675 5787616.36997854,503518.158168246 5787614.74651037,503519.162867066 5787613.45698659,503520.235399911 5787612.80150759,503524.627010284 5787611.51439528,503527.303992128 5787611.19374305,503531.407961571 5787611.09656519,503535.566407795 5787611.21076176,503541.405129875 5787610.65879939,503545.755219119 5787610.15026809,503550.836137118 5787609.38644185,503555.610079986 5787608.19973605,503560.07673667 5787607.02393653,503562.480977376 5787606.15809275,503564.714571583 5787605.20314528,503567.091500152 5787604.33728407,503570.534166849 5787602.78258277,503573.553471003 5787601.22757815,503576.996310725 5787599.43930388,503580.090933256 5787597.60628913,503583.219925927 5787595.46186442,503587.442106051 5787592.45066012,503592.033578173 5787588.68338098,503596.154093842 5787584.63769532,503599.523190937 5787580.99188524,503602.769542011 5787577.12353326,503614.575532845 5787577.78838381,503626.477290626 5787578.21975513,503626.380966316 5787579.2096086,503649.742312496 5787587.03494721,503756.34884765 5787622.75198484,503761.19539543 5787624.91347813,503764.684401875 5787625.33879531,503892.233411559 5787667.87073696,504068.691420838 5787727.0744466,504075.169507654 5787729.46004463,504151.05852835 5787754.60491352,504140.505949024 5787782.58090392,504139.495773554 5787782.10178068,504113.064722891 5787772.70326598,504100.710380232 5787808.16345339,504126.527406972 5787816.74943019,504225.83548848 5787849.7120825,504224.582523966 5787853.71520212,504223.890995011 5787855.92803875,504223.042068954 5787858.55228287,504170.780077611 5788020.1103902,504166.919015557 5788032.14195415,504163.496096555 5788042.81691426,504161.380443256 5788049.76685431,504154.309439078 5788046.61317394,504147.752081244 5788041.59131199,504060.701639631 5788085.687555,504037.941805592 5788097.45904637,504021.076689548 5788106.46586408,503938.582776358 5788150.34550693,503932.886127073 5788153.28850516,503914.293345131 5788163.10627514,503916.011334417 5788166.37772389,503933.212159746 5788198.36928285,503952.151995524 5788232.6202113,503951.351719385 5788234.43258107,503949.076144982 5788254.0290575,503965.783431142 5788253.74210618,503968.302837541 5788253.69963517,504007.16574934 5788253.20818759,504010.033416232 5788253.09928336,504051.838890108 5788252.76629095,504073.505795642 5788240.79375209,504089.010776406 5788224.83426592,504096.342586466 5788217.84411798,504102.041306106 5788212.43205788,504110.274417938 5788213.64014786,504109.596626821 5788215.87525847,504108.603907199 5788219.14452383,504101.052447687 5788243.99761553,504099.197106202 5788250.11359323,504098.355058115 5788252.83797064,504079.494999631 5788313.6082428,504077.433960764 5788320.847458,504075.454654005 5788320.04498881,504073.011719413 5788318.4635458,504071.558986935 5788316.61597262,504071.267162725 5788314.48016334,504073.19944352 5788306.06182753,504077.167563941 5788296.14359777,504084.89469667 5788273.28158611,504087.46485459 5788261.38236068,504086.920129575 5788259.59114714,504079.207101633 5788257.02654849,504076.24391377 5788257.05747465,504072.316520548 5788258.93398623,504068.210946308 5788261.62231552,504055.091864035 5788265.70471991,504040.718252742 5788267.68393368,504025.902030329 5788268.22799363,504013.463095138 5788267.17234903,503993.022827461 5788265.42066112,503975.359659982 5788265.7846116,503966.244359606 5788266.43353874,503963.608775605 5788266.62051354,503954.425194006 5788267.28053051,503913.49994371 5788268.44924858,503881.744406088 5788269.23619425,503868.737382953 5788269.93786309,503860.653861396 5788269.56449819,503859.281647113 5788269.40770911,503850.891343432 5788268.44461489,503845.368821042 5788267.20569402,503840.187923544 5788265.64448458,503838.802458035 5788264.96492144,503837.246329317 5788264.25185806,503826.408001777 5788259.30496139,503815.851504114 5788251.86680894,503810.230129893 5788245.96741718,503806.316493341 5788238.95706993,503803.420208323 5788231.88077128,503801.710371825 5788217.93152418,503802.996351192 5788205.94218426,503806.712293876 5788194.84453405,503813.745646908 5788184.85059522,503823.746882219 5788177.6841384,503837.195632055 5788171.15437114,503840.155797131 5788166.28490196,503840.09025674 5788162.75893848,503838.474251761 5788159.97699641,503833.76453164 5788158.18258184,503825.879378501 5788157.09757158,503814.613079539 5788157.86746573,503802.860350857 5788160.80594839,503794.623801134 5788163.86950458,503786.878326982 5788167.62306095,503780.635157379 5788171.11083105,503777.636032438 5788173.43319569,503759.409007291 5788187.62306863,503751.258311869 5788194.61309406,503748.196165281 5788199.04875188,503743.389443663 5788208.15464776,503741.827799009 5788214.69364542,503742.867737804 5788220.88980559,503746.27529303 5788229.14546752,503750.340890155 5788233.96469977,503754.229831456 5788237.63815773,503758.399829909 5788239.82138325,503763.471648871 5788241.23782816,503769.479902358 5788241.26464738,503771.897967981 5788239.82053216,503775.587748018 5788236.0416101,503779.569624785 5788234.22051856,503784.874789633 5788234.05773262,503789.481649476 5788236.36366883,503792.51097514 5788239.13555557,503795.372391333 5788247.17950075,503795.778888454 5788251.29523157,503794.846858861 5788255.83260031,503790.965881728 5788259.6447299,503785.632395646 5788261.16446362,503760.299732657 5788264.35962206,503751.123971757 5788263.74090556,503743.477899531 5788262.70069854,503709.664461459 5788258.1149019,503695.921561874 5788256.80325491,503658.030149807 5788254.69514088,503647.167729177 5788254.37568486,503642.757222496 5788254.23896268,503632.50252647 5788253.81988155,503630.372457518 5788253.64035413,503610.225520697 5788251.97944516,503592.347842419 5788246.84996623,503564.017710755 5788231.39109688,503559.95121797 5788227.56194234,503556.985450412 5788221.66475031,503551.209917635 5788220.79302697,503549.81526615 5788223.32801385,503547.485282586 5788225.79559392,503538.893813408 5788229.07065364,503525.727377461 5788233.03207684,503514.356736187 5788236.82796898,503505.84701845 5788240.41458125,503500.853774444 5788243.63664415,503464.329713757 5788267.90302936,503454.357719091 5788273.3128382,503439.776778125 5788279.27559847,503427.982293878 5788284.09468787,503415.880525387 5788289.01369802,503401.0537952 5788295.10987581,503376.164862784 5788309.0185177,503349.855038474 5788324.28329872,503339.227411413 5788330.33801569,503331.898037255 5788335.54964622,503327.239121081 5788339.40610673,503325.243556261 5788342.30780404,503323.472230763 5788346.80020666,503320.483939277 5788353.8055356,503318.521491792 5788358.24219804,503307.83430908 5788392.27067143,503305.465627358 5788391.64621406,503314.064889223 5788365.89166611,503321.728432612 5788340.80387099,503316.486075216 5788339.13194105,503314.390496756 5788338.46317154,503308.70444699 5788336.64635685,503305.474802336 5788347.25530576,503298.252986718 5788344.83684852),(503389.739803694 5788166.73442323,503393.814626008 5788158.6843444,503399.884996015 5788157.88767369,503407.412665078 5788162.65338953,503408.893828905 5788173.20990104,503414.780050467 5788191.88906028,503414.430620014 5788193.65733672,503423.461703229 5788206.26565534,503424.935885759 5788207.11200472,503425.624636699 5788208.32486153,503425.835992735 5788208.75879521,503428.047534335 5788209.63902437,503444.056025324 5788232.55188909,503436.908631443 5788240.80000178,503401.114593531 5788256.32487635,503399.980874792 5788256.82462106,503398.649134191 5788257.35759826,503384.061104534 5788263.73205955,503383.33036667 5788264.00962864,503381.752648028 5788264.82051103,503358.887291934 5788274.71530883,503351.023504981 5788252.28650634,503369.663341882 5788201.31246811,503373.77246322 5788202.95031281,503374.695566733 5788200.93772419,503375.584532805 5788198.92511245,503376.437714335 5788199.32611366,503389.739803694 5788166.73442323)))",Park Skaryszewski,"stary drzewostan, układ wodny, grota, plac zabaw, stadnina, gdzie dzieci od 3 lat mogą przejechać się na kucyku","49,56","4,7"
4,"MULTIPOLYGON (((506620.266751632 5787443.39696668,506620.702210145 5787444.57656079,506620.947164767 5787445.2331308,506621.646932425 5787447.91464999,506625.83198417 5787463.91476733,506626.803552165 5787467.59769885,506627.24462918 5787469.67824399,506627.611037589 5787471.42500663,506538.005375337 5787538.64295935,506536.248689367 5787539.96424643,506535.243893727 5787540.71926662,506533.186488855 5787542.24036723,506520.302060452 5787551.80006475,506480.906856851 5787568.45469169,506477.930383005 5787562.65584074,506479.451384561 5787548.3539726,506481.502418198 5787530.82720134,506483.502839176 5787515.45817885,506483.902365265 5787512.81148742,506497.160716198 5787400.50021746,506502.815934117 5787394.53472818,506505.677707013 5787394.13807015,506509.420564905 5787393.60909955,506512.091382599 5787393.02310733,506592.089216751 5787378.50259805,506597.820685612 5787382.03614704,506619.80409719 5787442.12835422,506620.266751632 5787443.39696668)))",Park Znicza,"plac zabaw, miejsce pamięci, fontannaa","1,9","4,6"
5,"MULTIPOLYGON (((499305.106695473 5790698.99961143,499291.573312828 5790691.88294612,499281.001779643 5790686.02276162,499254.821952253 5790671.57813356,499250.47456866 5790669.25412757,499248.953215283 5790672.21302066,499246.646449652 5790671.04547864,499137.875102279 5790866.62417862,499146.480957084 5790871.52783735,499141.18037588 5790880.89414775,499153.994722361 5790914.89432004,499155.523963189 5790918.93163299,499156.356850894 5790921.12268131,499169.908392407 5790957.68101403,499171.8121254 5790956.99108143,499176.864049323 5790970.73801265,499207.034480042 5790985.43741672,499407.570134991 5791083.17869695,499411.104384953 5791079.7858215,499412.612230379 5791078.2395733,499413.901747146 5791076.92693018,499421.625240805 5791069.27353613,499421.440643565 5791066.21478857,499421.201628531 5791064.62425659,499406.919731108 5791065.20433488,499406.522388539 5791052.13509633,499406.30314716 5791044.78295409,499395.164977804 5791029.45709085,499385.446482172 5791017.36781001,499370.615772806 5790996.11401297,499368.315756388 5790992.95543235,499355.06842033 5790974.73800377,499345.970669325 5790962.51524703,499340.429831783 5790963.31682445,499331.709062403 5790963.87413545,499331.135226331 5790959.18039349,499330.493812132 5790959.36956783,499328.716892272 5790939.30428668,499324.898593262 5790911.74252171,499323.149969449 5790899.27410848,499324.200530829 5790896.9270552,499324.725779228 5790895.51438858,499325.960310436 5790891.13183926,499326.314819383 5790888.67365347,499326.532830414 5790886.07088999,499326.505471056 5790885.60373637,499326.341652797 5790885.28119767,499315.907836496 5790885.0824202,499313.806073766 5790885.13832545,499311.635348506 5790879.99989648,499308.236156261 5790873.77160646,499309.24591061 5790872.41448444,499315.802546542 5790863.90463556,499315.850261921 5790863.52645397,499315.7956256 5790863.20390052,499315.324718428 5790862.81466795,499316.989727975 5790862.54749059,499318.756747658 5790859.74430282,499320.54434062 5790857.66409443,499318.050104834 5790832.38232893,499315.698849694 5790804.94272411,499314.298545235 5790795.02138729,499305.106695473 5790698.99961143),(499220.413624772 5790797.69364806,499213.432259922 5790795.42570423,499209.562043307 5790789.30878572,499210.318313184 5790781.7896573,499248.195216261 5790713.73451334,499252.295995332 5790710.13010717,499257.986945392 5790707.40416599,499265.547949858 5790706.17952996,499271.567009982 5790707.10183109,499275.9484631 5790709.37023681,499279.811500538 5790713.18478986,499282.848872947 5790717.44437728,499284.60342442 5790722.57172977,499284.13334695 5790728.02196549,499282.496334625 5790733.41675657,499276.546837454 5790741.2925599,499227.250845433 5790794.6338067,499220.413624772 5790797.69364806)))",Park Żeromskiego,"stary drzewostan, plac zabaw, fontanna z rzeźbą, pamiątkowe głazy",6,"4,7"
6,"MULTIPOLYGON (((499701.250755451 5785383.94484109,499653.156973883 5785385.74985323,499639.869706793 5785386.25132313,499626.602936941 5785386.75282714,499575.250587788 5785388.68119232,499575.079467817 5785384.81050737,499574.292283642 5785366.66945143,499571.52687563 5785303.51500382,499571.23253191 5785296.77467393,499571.040861567 5785292.33673382,499570.569258008 5785289.80079944,499569.209645323 5785288.48843911,499568.973596805 5785245.14330536,499568.97942084 5785233.56457668,499568.979092692 5785229.79398227,499558.02074776 5785227.05876452,499557.883782375 5785223.35491853,499557.199212927 5785207.74983556,499556.487265221 5785191.62198875,499554.810073306 5785153.74935783,499692.007842621 5785166.40767678,499695.661319785 5785252.40814439,499695.791312744 5785255.51136909,499697.009101779 5785284.06326036,499697.241715431 5785289.58010452,499701.086563309 5785380.04078331,499701.250755451 5785383.94484109)))",Park Wielkopolski,"plac zabaw, duża różnorodność gatunkowa roślinności, pomniki przyrody - dwa jesiony wyniosłe","4,95","4,5"
